"quarter","Ticker","Name","Industry","buy/sell(mil $)"
"1Q23","CCOI","Cogent Communications Holdings Inc","Communication Services",0
"1Q23","CCS","Century Communities Inc","Consumer Discretionary",0
"1Q23","CDTX","Cidara Therapeutics Inc","Health Care",0
"1Q23","CELU","Celularity Inc","Health Care",0
"1Q23","CERS","Cerus Corp","Health Care",0
"1Q23","CGNT","Cognyte Software Ltd","Information Technology",0
"1Q23","CMPX","Compass Therapeutics Inc.","Health Care",0
"1Q23","CNDT","Conduent Inc","Industrials",0
"1Q23","CNSL","Consolidated Communications Holdings Inc","Communication Services",0
"1Q23","COYA","Coya Therapeutics Inc","Health Care",0
"1Q23","CVCY","Central Valley Community Bancorp","Financials",0
"1Q23","CVLT","Commvault Systems Inc","Information Technology",0
"1Q23","CXW","CoreCivic Inc","Industrials",0
"1Q23","CYD","China Yuchai International Ltd","Industrials",0
"1Q23","DAKT","Daktronics Inc","Information Technology",0
"1Q23","DALN","Dallasnews Corp","Communication Services",0
"1Q23","DAWN","Day One Biopharmaceuticals Inc","Health Care",0
"1Q23","DDD","3D Systems Corp","Industrials",0
"1Q23","DOMA","Doma Holdings Inc","Real Estate",0
"1Q23","EB","Eventbrite Inc","Communication Services",0
"1Q23","EC","Ecopetrol SA","Energy",0
"1Q23","EEX","Emerald Holding Inc","Communication Services",0
"1Q23","EML","Eastern Company","Industrials",0
"1Q23","EOLS","Evolus Inc","Health Care",0
"1Q23","EQNR","Equinor ASA","Energy",0
"1Q23","EQRX","EQRx Inc","Health Care",0
"1Q23","FBNC","First Bancorp (North Carolina)","Financials",0
"1Q23","FBRT","Franklin BSP Realty Trust Inc","Financials",0
"1Q23","FDP","Fresh Del Monte Produce Inc","Consumer Staples",0
"1Q23","FISI","Financial Institutions Inc","Financials",0
"1Q23","FLNC","Fluence Energy Inc","Industrials",0
"1Q23","FNLC","First Bancorp Inc","Financials",0
"1Q23","FRG","Franchise Group Inc","Consumer Discretionary",0
"1Q23","FSR","Fisker Inc","Consumer Discretionary",0
"1Q23","FTCH","Farfetch Ltd","Consumer Discretionary",0
"1Q23","GABC","German American Bancorp Inc","Financials",0
"1Q23","GAN","Gan Ltd","Consumer Discretionary",0
"1Q23","GES","Guess? Inc","Consumer Discretionary",0
"1Q23","GIII","G-III Apparel Group Ltd","Consumer Discretionary",0
"1Q23","GOEV","Canoo Inc","Consumer Discretionary",0
"1Q23","GPI","Group 1 Automotive Inc","Consumer Discretionary",0
"1Q23","GRTS","Gritstone bio Inc","Health Care",0
"1Q23","GSBC","Great Southern Bancorp Inc","Financials",0
"1Q23","HBM","Hudbay Minerals Inc","Materials",0
"1Q23","HLGN","Heliogen Inc","Industrials",0
"1Q23","HLIO","Helios Technologies Inc","Industrials",0
"1Q23","HNST","Honest Company Inc","Consumer Staples",0
"1Q23","HOOK","HOOKIPA Pharma Inc","Health Care",0
"1Q23","HRTX","Heron Therapeutics Inc","Health Care",0
"1Q23","HSTM","HealthStream Inc","Health Care",0
"1Q23","HSY","Hershey Co","Consumer Staples",0
"1Q23","HTBK","Heritage Commerce Corp","Financials",0
"1Q23","HUT","Hut 8 Mining Corp","Information Technology",0
"1Q23","ICAD","ICAD Inc","Health Care",0
"1Q23","ICL","ICL Group Ltd","Materials",0
"1Q23","ICLK","iClick Interactive Asia Group Ltd","Communication Services",0
"1Q23","ICUI","ICU Medical Inc","Health Care",0
"1Q23","INDB","Independent Bank Corp (Massachusetts)","Financials",0
"1Q23","IOT","Samsara Inc","Information Technology",0
"1Q23","IRBT","iRobot Corp","Consumer Discretionary",0
"1Q23","IRNT","IronNet Inc","Information Technology",0
"1Q23","ISTR","Investar Holding Corp","Financials",0
"1Q23","ITOS","Iteos Therapeutics Inc","Health Care",0
"1Q23","ITRN","Ituran Location and Control Ltd","Information Technology",0
"1Q23","KAR","Openlane Inc","Industrials",0
"1Q23","KIDS","OrthoPediatrics Corp","Health Care",0
"1Q23","KRYS","Krystal Biotech Inc","Health Care",0
"1Q23","LAND","Gladstone Land Corp","Real Estate",0
"1Q23","LCUT","Lifetime Brands Inc","Consumer Discretionary",0
"1Q23","LE","Lands End Inc","Consumer Discretionary",0
"1Q23","LFCR","Lifecore Biomedical Inc","Consumer Staples",0
"1Q23","LMNR","Limoneira Co","Consumer Staples",0
"1Q23","LNW","Light & Wonder Inc","Consumer Discretionary",0
"1Q23","LOMA","Loma Negra Compania Industrial Argentina SA","Materials",0
"1Q23","LQDA","Liquidia Corp","Health Care",0
"1Q23","LZ","LegalZoom.com Inc","Industrials",0
"1Q23","MAPS","WM Technology Inc","Information Technology",0
"1Q23","MBWM","Mercantile Bank Corp","Financials",0
"1Q23","MDXG","MiMedx Group Inc","Health Care",0
"1Q23","MHLD","Maiden Holdings Ltd","Financials",0
"1Q23","MLTX","MoonLake Immunotherapeutics","Health Care",0
"1Q23","MMYT","MakeMyTrip Ltd","Consumer Discretionary",0
"1Q23","MNRO","Monro Inc","Consumer Discretionary",0
"1Q23","MPX","Marine Products Corp","Consumer Discretionary",0
"1Q23","MT","ArcelorMittal SA","Materials",0
"1Q23","MYGN","Myriad Genetics Inc","Health Care",0
"1Q23","NATH","Nathan's Famous Inc","Consumer Discretionary",0
"1Q23","NBN","Northeast Bank","Financials",0
"1Q23","NEGG","Newegg Commerce Inc","Consumer Discretionary",0
"1Q23","NETI","Eneti Inc","Industrials",0
"1Q23","NGG","National Grid PLC","Utilities",0
"1Q23","NSA","National Storage Affiliates Trust","Real Estate",0
"1Q23","NU","Nu Holdings Ltd","Financials",0
"1Q23","NVEE","NV5 Global Inc","Industrials",0
"1Q23","NVTA","Invitae Corp","Health Care",0
"1Q23","NXGN","NextGen Healthcare Inc","Health Care",0
"1Q23","NXRT","NexPoint Residential Trust Inc","Real Estate",0
"1Q23","OI","O-I Glass Inc","Materials",0
"1Q23","OSBC","Old Second Bancorp Inc","Financials",0
"1Q23","OSIS","OSI Systems Inc","Information Technology",0
"1Q23","OSUR","OraSure Technologies Inc","Health Care",0
"1Q23","OTLK","Outlook Therapeutics Inc","Health Care",0
"1Q23","OZK","Bank Ozk","Financials",0
"1Q23","PCB","PCB Bancorp","Financials",0
"1Q23","PCOR","Procore Technologies Inc","Information Technology",0
"1Q23","PEAK","Healthpeak Properties Inc","Real Estate",0
"1Q23","PEBO","Peoples Bancorp Inc","Financials",0
"1Q23","PEGY","Pineapple Energy Inc","Industrials",0
"1Q23","PETQ","PetIQ Inc","Health Care",0
"1Q23","PETS","Petmed Express Inc","Consumer Discretionary",0
"1Q23","PFSI","PennyMac Financial Services Inc","Financials",0
"1Q23","PGTI","PGT Innovations Inc","Industrials",0
"1Q23","POWW","Ammo Inc","Consumer Discretionary",0
"1Q23","PRG","PROG Holdings Inc","Financials",0
"1Q23","PRGS","Progress Software Corp","Information Technology",0
"1Q23","PRMW","Primo Water Corp","Consumer Staples",0
"1Q23","PSMT","PriceSmart Inc","Consumer Staples",0
"1Q23","PSTL","Postal Realty Trust Inc","Real Estate",0
"1Q23","QSR","Restaurant Brands International Inc","Consumer Discretionary",0
"1Q23","QUAD","Quad/Graphics Inc","Industrials",0
"1Q23","RBCAA","Republic Bancorp Inc","Financials",0
"1Q23","RC","Ready Capital Corp","Financials",0
"1Q23","REYN","Reynolds Consumer Products Inc","Consumer Staples",0
"1Q23","RMNI","Rimini Street Inc","Information Technology",0
"1Q23","RPAY","Repay Holdings Corp","Financials",0
"1Q23","RPM","RPM International Inc","Materials",0
"1Q23","RYAM","Rayonier Advanced Materials Inc","Materials",0
"1Q23","RYAN","Ryan Specialty Holdings Inc","Financials",0
"1Q23","SALM","Salem Media Group Inc","Communication Services",0
"1Q23","SAMG","Silvercrest Asset Management Group Inc","Financials",0
"1Q23","SCCO","Southern Copper Corp","Materials",0
"1Q23","SCL","Stepan Co","Materials",0
"1Q23","SCWO","374Water Inc","Industrials",0
"1Q23","SCX","L S Starrett Co","Industrials",0
"1Q23","SDC","SmileDirectClub Inc","Health Care",0
"1Q23","SELB","Selecta Biosciences Inc","Health Care",0
"1Q23","SFL","SFL Corporation Ltd","Energy",0
"1Q23","SHAK","Shake Shack Inc","Consumer Discretionary",0
"1Q23","SHEN","Shenandoah Telecommunications Co","Communication Services",0
"1Q23","SKIN","Beauty Health Co","Consumer Staples",0
"1Q23","SLDP","Solid Power Inc","Consumer Discretionary",0
"1Q23","SNDL","SNDL Inc","Health Care",0
"1Q23","SNDX","Syndax Pharmaceuticals Inc","Health Care",0
"1Q23","SQM","Sociedad Quimica y Minera de Chile SA","Materials",0
"1Q23","SRC","Spirit Realty Capital Inc","Real Estate",0
"1Q23","SSB","SouthState Corp","Financials",0
"1Q23","SSP","E W Scripps Co","Communication Services",0
"1Q23","STAG","STAG Industrial Inc","Real Estate",0
"1Q23","STWD","Starwood Property Trust Inc","Financials",0
"1Q23","SVRA","Savara Inc","Health Care",0
"1Q23","SXC","SunCoke Energy Inc","Materials",0
"1Q23","TBNK","Territorial Bancorp Inc","Financials",0
"1Q23","TCS","Container Store Group Inc","Consumer Discretionary",0
"1Q23","TD","Toronto-Dominion Bank","Financials",0
"1Q23","TDC","Teradata Corp","Information Technology",0
"1Q23","TK","Teekay Corp","Energy",0
"1Q23","TLYS","Tillys Inc","Consumer Discretionary",0
"1Q23","TRC","Tejon Ranch Co","Real Estate",0
"1Q23","TRIN","Trinity Capital Inc","Financials",0
"1Q23","TSEM","Tower Semiconductor Ltd","Information Technology",0
"1Q23","TWKS","Thoughtworks Holding Inc","Information Technology",0
"1Q23","TWNK","Hostess Brands Inc","Consumer Staples",0
"1Q23","UAA","Under Armour Inc","Consumer Discretionary",0
"1Q23","UFCS","United Fire Group Inc","Financials",0
"1Q23","UFPI","Ufp Industries Inc","Industrials",0
"1Q23","UMH","UMH Properties Inc","Real Estate",0
"1Q23","UPST","Upstart Holdings Inc","Financials",0
"1Q23","UTI","Universal Technical Institute Inc","Consumer Discretionary",0
"1Q23","VHI","Valhi Inc","Materials",0
"1Q23","VIAO","VIA Optronics AG","Information Technology",0
"1Q23","VLGEA","Village Super Market Inc","Consumer Staples",0
"1Q23","VRM","Vroom Inc","Consumer Discretionary",0
"1Q23","VST","Vistra Corp","Utilities",0
"1Q23","WB","Weibo Corp","Communication Services",0
"1Q23","WGS","GeneDx Holdings Corp","Health Care",0
"1Q23","WHD","Cactus Inc","Energy",0
"1Q23","WHG","Westwood Holdings Group Inc","Financials",0
"1Q23","WLDN","Willdan Group Inc","Industrials",0
"1Q23","WMPN","William Penn Bancorp","Financials",0
"1Q23","WPC","WP Carey Inc","Real Estate",0
"1Q23","WPRT","Westport Fuel Systems Inc","Industrials",0
"1Q23","WT","Wisdomtree Inc","Financials",0
"1Q23","XRX","Xerox Holdings Corp","Information Technology",0
"4Q22","TSM","Taiwan Semiconductor Manufacturing Co Ltd","Information Technology",-3696.2
"4Q22","USB","US Bancorp","Financials",-2735.3
"4Q22","BK","Bank of New York Mellon Corp","Financials",-1608.2
"4Q22","BMY","Bristol-Myers Squibb Co","Health Care",-1511.8
"4Q22","SLB","Schlumberger NV","Energy",-1087.7
"4Q22","PYPL","PayPal Holdings Inc","Financials",-979.8
"4Q22","COP","Conocophillips","Energy",-823.5
"4Q22","XOM","Exxon Mobil Corp","Energy",-821.1
"4Q22","TMUS","T-Mobile US Inc","Communication Services",-704.7
"4Q22","UHAL","U-Haul Holding Co","Industrials",-670.3
"4Q22","CI","Cigna Group","Health Care",-655.7
"4Q22","BAX","Baxter International Inc","Health Care",-567
"4Q22","GS","Goldman Sachs Group Inc","Financials",-540.5
"4Q22","ATVI","Activision Blizzard Inc","Communication Services",-538.6
"4Q22","MCHP","Microchip Technology Inc","Information Technology",-533.2
"4Q22","ELV","Elevance Health Inc","Health Care",-469.6
"4Q22","ADSK","Autodesk Inc","Information Technology",-451.9
"4Q22","AIG","American International Group Inc","Financials",-445.6
"4Q22","HES","Hess Corp","Energy",-441.7
"4Q22","ORCL","Oracle Corp","Information Technology",-440.5
"4Q22","NFLX","Netflix Inc","Communication Services",-436.3
"4Q22","MCK","Mckesson Corp","Health Care",-420.8
"4Q22","VRSK","Verisk Analytics Inc","Industrials",-416.7
"4Q22","MRVL","Marvell Technology Inc","Information Technology",-414.7
"4Q22","UNH","UnitedHealth Group Inc","Health Care",-387.2
"4Q22","CVX","Chevron Corp","Energy",-360.5
"4Q22","BHVN","Biohaven Ltd","Health Care",-349.1
"4Q22","BHVN","Biohaven Ltd","Health Care",-344.8
"4Q22","DXCM","Dexcom Inc","Health Care",-342.5
"4Q22","PEP","PepsiCo Inc","Consumer Staples",-341.3
"4Q22","NRG","NRG Energy Inc","Utilities",-329
"4Q22","WMB","Williams Companies Inc","Energy",-328.8
"4Q22","AXP","American Express Co","Financials",-303.7
"4Q22","NVDA","NVIDIA Corp","Information Technology",-297.4
"4Q22","TDC","Teradata Corp","Information Technology",-292.2
"4Q22","PFE","Pfizer Inc","Health Care",-283.7
"4Q22","SCHW","Charles Schwab Corp","Financials",-281.1
"4Q22","DE","Deere & Co","Industrials",-270.2
"4Q22","META","Meta Platforms Inc","Communication Services",-268.4
"4Q22","JD","JD.Com Inc","Consumer Discretionary",-262.7
"4Q22","HAL","Halliburton Co","Energy",-260.5
"4Q22","TRV","Travelers Companies Inc","Financials",-258.8
"4Q22","IT","Gartner Inc","Information Technology",-253.2
"4Q22","GE","General Electric Co","Industrials",-249.7
"4Q22","EPAM","Epam Systems Inc","Information Technology",-237.1
"4Q22","FTI","TechnipFMC PLC","Energy",-236.5
"4Q22","HZNP","Horizon Therapeutics PLC","Health Care",-234.6
"4Q22","EQT","EQT Corp","Energy",-233
"4Q22","VRTX","Vertex Pharmaceuticals Inc","Health Care",-231.9
"4Q22","ORLY","O'Reilly Automotive Inc","Consumer Discretionary",-229.5
"4Q22","IFF","International Flavors & Fragrances Inc","Materials",-210.4
"4Q22","STT","State Street Corp","Financials",-203.8
"4Q22","APA","APA Corp (US)","Energy",-202.3
"4Q22","WFC","Wells Fargo & Co","Financials",-195.7
"4Q22","NOV","Nov Inc","Energy",-195.5
"4Q22","MET","MetLife Inc","Financials",-193.5
"4Q22","AMT","American Tower Corp","Real Estate",-189.8
"4Q22","CSCO","Cisco Systems Inc","Information Technology",-184.3
"4Q22","AVGO","Broadcom Inc","Information Technology",-183.3
"4Q22","CNHI","CNH Industrial NV","Industrials",-178.7
"4Q22","INCY","Incyte Corp","Health Care",-173.2
"4Q22","DBX","Dropbox Inc","Information Technology",-172
"4Q22","SNOW","Snowflake Inc.","Information Technology",-168.9
"4Q22","VVV","Valvoline Inc","Consumer Discretionary",-166.3
"4Q22","W","Wayfair Inc","Consumer Discretionary",-163
"4Q22","EHC","Encompass Health Corp","Health Care",-161.2
"4Q22","DHI","DR Horton Inc","Consumer Discretionary",-153.9
"4Q22","CVS","CVS Health Corp","Health Care",-153.4
"4Q22","EOG","EOG Resources Inc","Energy",-153.4
"4Q22","GILD","Gilead Sciences Inc","Health Care",-151.1
"4Q22","AMAT","Applied Materials Inc","Information Technology",-145.9
"4Q22","KKR","KKR & Co Inc","Financials",-136.1
"4Q22","FANG","Diamondback Energy Inc","Energy",-125.1
"4Q22","REGN","Regeneron Pharmaceuticals Inc","Health Care",-121.2
"4Q22","KMX","Carmax Inc","Consumer Discretionary",-114.3
"4Q22","OXY","Occidental Petroleum Corp","Energy",-114
"4Q22","DG","Dollar General Corp","Consumer Staples",-113.7
"4Q22","LUMN","Lumen Technologies Inc","Communication Services",-112.7
"4Q22","AAP","Advance Auto Parts Inc","Consumer Discretionary",-112.6
"4Q22","SPOT","Spotify Technology SA","Communication Services",-112.1
"4Q22","CS","Credit Suisse Group AG","Financials",-110.7
"4Q22","JCI","Johnson Controls International PLC","Industrials",-110.5
"4Q22","V","Visa Inc","Financials",-110.3
"4Q22","APD","Air Products and Chemicals Inc","Materials",-105.3
"4Q22","WAB","Westinghouse Air Brake Technologies Corp","Industrials",-102.2
"4Q22","AMG","Affiliated Managers Group Inc","Financials",-102
"4Q22","JNPR","Juniper Networks Inc","Information Technology",-100.6
"4Q22","LLY","Eli Lilly and Co","Health Care",-98.1
"4Q22","QRVO","Qorvo Inc","Information Technology",-96.4
"4Q22","TTC","Toro Co","Industrials",-96.4
"4Q22","FCFS","Firstcash Holdings Inc","Financials",-93.4
"4Q22","LAZ","Lazard Ltd","Financials",-93.1
"4Q22","RTX","Raytheon Technologies Corp","Industrials",-92.6
"4Q22","TMO","Thermo Fisher Scientific Inc","Health Care",-91.9
"4Q22","LVS","Las Vegas Sands Corp","Consumer Discretionary",-91.2
"4Q22","BSX","Boston Scientific Corp","Health Care",-90.7
"4Q22","H","Hyatt Hotels Corp","Consumer Discretionary",-89.4
"4Q22","ALL","Allstate Corp","Financials",-88.3
"4Q22","GHC","Graham Holdings Co","Consumer Discretionary",-87.8
"4Q22","DAR","Darling Ingredients Inc","Consumer Staples",-85.9
"4Q22","ETSY","ETSY Inc","Consumer Discretionary",-84.3
"4Q22","MGM","MGM Resorts International","Consumer Discretionary",-79.8
"4Q22","CRM","Salesforce Inc","Information Technology",-78.5
"4Q22","PPL","PPL Corp","Utilities",-75.9
"4Q22","SMG","Scotts Miracle-Gro Co","Materials",-74.6
"4Q22","WFRD","Weatherford International PLC","Energy",-74.6
"4Q22","UNP","Union Pacific Corp","Industrials",-74.2
"4Q22","FOXA","Fox Corp","Communication Services",-74
"4Q22","HUM","Humana Inc","Health Care",-72.7
"4Q22","ABBV","Abbvie Inc","Health Care",-70.8
"4Q22","MSGS","Madison Square Garden Sports Corp","Communication Services",-70.6
"4Q22","CTSH","Cognizant Technology Solutions Corp","Information Technology",-70.2
"4Q22","WTM","White Mountains Insurance Group Ltd","Financials",-70.1
"4Q22","SYY","Sysco Corp","Consumer Staples",-69
"4Q22","CAH","Cardinal Health Inc","Health Care",-68.8
"4Q22","AZO","Autozone Inc","Consumer Discretionary",-68
"4Q22","HPE","Hewlett Packard Enterprise Co","Information Technology",-67.8
"4Q22","CEG","Constellation Energy Corp","Utilities",-67.5
"4Q22","INTC","Intel Corp","Information Technology",-67.3
"4Q22","PXD","Pioneer Natural Resources Co","Energy",-67.1
"4Q22","J","Jacobs Solutions Inc","Industrials",-66.6
"4Q22","RIVN","Rivian Automotive Inc","Consumer Discretionary",-66.2
"4Q22","BABA","Alibaba Group Holding Ltd","Consumer Discretionary",-64.7
"4Q22","CNX","CNX Resources Corp","Energy",-63.6
"4Q22","MA","Mastercard Inc","Financials",-63.2
"4Q22","PCAR","Paccar Inc","Industrials",-63.1
"4Q22","DPZ","Domino's Pizza Inc","Consumer Discretionary",-62.8
"4Q22","DOX","Amdocs Ltd","Information Technology",-61.9
"4Q22","PODD","Insulet Corp","Health Care",-61.8
"4Q22","ZBH","Zimmer Biomet Holdings Inc","Health Care",-61.7
"4Q22","ALNY","Alnylam Pharmaceuticals Inc","Health Care",-60.8
"4Q22","NVS","Novartis AG","Health Care",-60.7
"4Q22","INSW","International Seaways Inc","Energy",-60.4
"4Q22","BAC","Bank of America Corp","Financials",-59.5
"4Q22","CB","Chubb Ltd","Financials",-57.9
"4Q22","MRO","Marathon Oil Corp","Energy",-57.7
"4Q22","PSX","Phillips 66","Energy",-56.9
"4Q22","TCOM","Trip.com Group Ltd","Consumer Discretionary",-56
"4Q22","HPQ","HP Inc","Information Technology",-53.6
"4Q22","EDU","New Oriental Education & Technology Group Inc","Consumer Discretionary",-53.4
"4Q22","WRB","W R Berkley Corp","Financials",-53.4
"4Q22","CARR","Carrier Global Corp","Industrials",-52.6
"4Q22","FLEX","Flex Ltd","Information Technology",-51.9
"4Q22","TFC","Truist Financial Corp","Financials",-51.5
"4Q22","RJF","Raymond James Financial Inc","Financials",-50.8
"4Q22","CMI","Cummins Inc","Industrials",-50.5
"4Q22","YELP","Yelp Inc","Communication Services",-50.5
"4Q22","RNR","Renaissancere Holdings Ltd","Financials",-50.4
"4Q22","ITUB","Itau Unibanco Holding SA","Financials",-49.4
"4Q22","GD","General Dynamics Corp","Industrials",-48.9
"4Q22","HMC","Honda Motor Co Ltd","Consumer Discretionary",-48.4
"4Q22","BIDU","Baidu Inc","Communication Services",-47.4
"4Q22","FICO","Fair Isaac Corp","Information Technology",-47.1
"4Q22","TXN","Texas Instruments Inc","Information Technology",-46.5
"4Q22","PINS","Pinterest Inc","Communication Services",-46.2
"4Q22","PVH","PVH Corp","Consumer Discretionary",-46.2
"4Q22","CPNG","Coupang Inc","Consumer Discretionary",-45.5
"4Q22","SNA","Snap-On Inc","Industrials",-45.5
"4Q22","STE","STERIS plc","Health Care",-45
"4Q22","MANU","Manchester United PLC","Communication Services",-43.3
"4Q22","NI","NiSource Inc","Utilities",-42.3
"4Q22","HRB","H & R Block Inc","Consumer Discretionary",-42.2
"4Q22","NEE","Nextera Energy Inc","Utilities",-41.8
"4Q22","DEI","Douglas Emmett Inc","Real Estate",-41.7
"4Q22","SAP","SAP SE","Information Technology",-41.7
"4Q22","SMCI","Super Micro Computer Inc","Information Technology",-41.5
"4Q22","MUR","Murphy Oil Corp","Energy",-41.3
"4Q22","RGA","Reinsurance Group of America Inc","Financials",-41
"4Q22","ATI","ATI Inc","Materials",-40.4
"4Q22","SHOP","Shopify Inc","Information Technology",-40.4
"4Q22","BOKF","BOK Financial Corp","Financials",-39.5
"4Q22","NXPI","NXP Semiconductors NV","Information Technology",-39.3
"4Q22","PII","Polaris Inc","Consumer Discretionary",-39.1
"4Q22","GOLD","Barrick Gold Corp","Materials",-38.6
"4Q22","AZPN","Aspen Technology Inc","Information Technology",-37
"4Q22","NKTR","Nektar Therapeutics","Health Care",-36.8
"4Q22","ARMK","Aramark","Consumer Discretionary",-36.1
"4Q22","GPN","Global Payments Inc","Financials",-35.9
"4Q22","NTCT","Netscout Systems Inc","Information Technology",-35.8
"4Q22","AA","Alcoa Corp","Materials",-35.7
"4Q22","NVO","Novo Nordisk A/S","Health Care",-35.2
"4Q22","WST","West Pharmaceutical Services Inc","Health Care",-35.2
"4Q22","GMAB","Genmab A/S","Health Care",-34.7
"4Q22","VMW","VMware Inc","Information Technology",-34.7
"4Q22","ARGX","argenx SE","Health Care",-34.2
"4Q22","MEDP","Medpace Holdings Inc","Health Care",-33.9
"4Q22","ERJ","Embraer SA","Industrials",-33.7
"4Q22","KOF","Coca-Cola Femsa SAB de CV","Consumer Staples",-33.3
"4Q22","BAP","Credicorp Ltd","Financials",-33.1
"4Q22","GM","General Motors Co","Consumer Discretionary",-32.5
"4Q22","BMRN","Biomarin Pharmaceutical Inc","Health Care",-32.4
"4Q22","MEI","Methode Electronics Inc","Information Technology",-32.4
"4Q22","PLAB","Photronics Inc","Information Technology",-31.3
"4Q22","WMG","Warner Music Group Corp","Communication Services",-31.2
"4Q22","FWONK","Liberty Media Corp","Communication Services",-31
"4Q22","ATUS","Altice USA Inc","Communication Services",-30.9
"4Q22","TAP","Molson Coors Beverage Co","Consumer Staples",-30.2
"4Q22","PBH","Prestige Consumer Healthcare Inc","Health Care",-30.1
"4Q22","TDY","Teledyne Technologies Inc","Information Technology",-30.1
"4Q22","AXS","AXIS Capital Holdings Ltd","Financials",-30
"4Q22","HOUS","Anywhere Real Estate Inc","Real Estate",-29.9
"4Q22","VALE","Vale SA","Materials",-29.6
"4Q22","CNXC","Concentrix Corp","Industrials",-29
"4Q22","PBR","Petroleo Brasileiro SA Petrobras","Energy",-28.9
"4Q22","PDD","PDD Holdings Inc","Consumer Discretionary",-28.9
"4Q22","CLF","Cleveland-Cliffs Inc","Materials",-28.6
"4Q22","BKNG","Booking Holdings Inc","Consumer Discretionary",-28.3
"4Q22","PGNY","Progyny Inc","Health Care",-28.1
"4Q22","GGB","Gerdau SA","Materials",-27.8
"4Q22","R","Ryder System Inc","Industrials",-27.2
"4Q22","INVH","Invitation Homes Inc","Real Estate",-26.9
"4Q22","MELI","MercadoLibre Inc","Consumer Discretionary",-26.5
"4Q22","BX","Blackstone Inc","Financials",-26
"4Q22","KO","Coca-Cola Co","Consumer Staples",-26
"4Q22","MAT","Mattel Inc","Consumer Discretionary",-26
"4Q22","PNC","PNC Financial Services Group Inc","Financials",-25.5
"4Q22","MTB","M&T Bank Corp","Financials",-25.4
"4Q22","IBN","ICICI Bank Ltd","Financials",-25
"4Q22","PRG","PROG Holdings Inc","Financials",-25
"4Q22","ZI","ZoomInfo Technologies Inc","Communication Services",-24.9
"4Q22","ESRT","Empire State Realty Trust Inc","Real Estate",-24.7
"4Q22","SHEL","Shell PLC","Energy",-24.7
"4Q22","HEI","HEICO Corp","Industrials",-24.6
"4Q22","BA","Boeing Co","Industrials",-24.5
"4Q22","TAK","Takeda Pharmaceutical Co Ltd","Health Care",-24.5
"4Q22","CNQ","Canadian Natural Resources Ltd","Energy",-24.4
"4Q22","WTW","Willis Towers Watson PLC","Financials",-23.9
"4Q22","OLN","Olin Corp","Materials",-22.9
"4Q22","UNM","Unum Group","Financials",-22.9
"4Q22","INFY","Infosys Ltd","Information Technology",-22.8
"4Q22","BYD","Boyd Gaming Corp","Consumer Discretionary",-22.7
"4Q22","CSGP","CoStar Group Inc","Industrials",-22.4
"4Q22","ACM","AECOM","Industrials",-22
"4Q22","AIR","AAR Corp","Industrials",-22
"4Q22","VAL","Valaris Ltd","Energy",-22
"4Q22","FLR","Fluor Corp","Industrials",-21.6
"4Q22","TPL","Texas Pacific Land Corp","Energy",-21.2
"4Q22","EPAC","Enerpac Tool Group Corp","Industrials",-21
"4Q22","TBPH","Theravance Biopharma Inc","Health Care",-21
"4Q22","VRT","Vertiv Holdings Co","Industrials",-21
"4Q22","AEM","Agnico Eagle Mines Ltd","Materials",-20.8
"4Q22","VOYA","Voya Financial Inc","Financials",-20.5
"4Q22","KNSL","Kinsale Capital Group Inc","Financials",-20.3
"4Q22","NVEI","Nuvei Corp","Financials",-20.2
"4Q22","SRCL","Stericycle Inc","Industrials",-20.2
"4Q22","CAG","Conagra Brands Inc","Consumer Staples",-20.1
"4Q22","PGR","Progressive Corp","Financials",-19.9
"4Q22","NTST","Netstreit Corp","Real Estate",-19.7
"4Q22","TJX","TJX Companies Inc","Consumer Discretionary",-19.7
"4Q22","RF","Regions Financial Corp","Financials",-19.6
"4Q22","RCL","Royal Caribbean Cruises Ltd","Consumer Discretionary",-19.3
"4Q22","SKX","Skechers USA Inc","Consumer Discretionary",-19.2
"4Q22","LEN","Lennar Corp","Consumer Discretionary",-19.1
"4Q22","DELL","Dell Technologies Inc","Information Technology",-18.9
"4Q22","BATRK","Liberty Media Corp","Communication Services",-18.8
"4Q22","CFG","Citizens Financial Group Inc","Financials",-18.6
"4Q22","NVT","nVent Electric PLC","Industrials",-18.6
"4Q22","AZN","AstraZeneca PLC","Health Care",-18.4
"4Q22","ATGE","Adtalem Global Education Inc","Consumer Discretionary",-18.2
"4Q22","ORI","Old Republic International Corp","Financials",-18.2
"4Q22","TRP","TC Energy Corp","Energy",-18.2
"4Q22","AEG","Aegon NV","Financials",-18.1
"4Q22","ARNC","Arconic Corp (PITTSBURGH)","Materials",-18
"4Q22","GIL","Gildan Activewear Inc","Consumer Discretionary",-18
"4Q22","AXTA","Axalta Coating Systems Ltd","Materials",-17.9
"4Q22","NTRS","Northern Trust Corp","Financials",-17.9
"4Q22","TEAM","Atlassian Corp","Information Technology",-17.9
"4Q22","OII","Oceaneering International Inc","Energy",-17.2
"4Q22","OMC","Omnicom Group Inc","Communication Services",-17.1
"4Q22","XEL","Xcel Energy Inc","Utilities",-17
"4Q22","CX","Cemex SAB de CV","Materials",-16.8
"4Q22","E","Eni SpA","Energy",-16.8
"4Q22","SSRM","SSR Mining Inc","Materials",-16.7
"4Q22","GLOB","Globant SA","Information Technology",-16.4
"4Q22","MDRX","Veradigm Inc","Health Care",-16.3
