"quarter","Ticker","Name","Industry","buy/sell(mil shares)","percent"
"1Q23","QRTEA","Qurate Retail Inc","Consumer Discretionary",-48.2,-12.6
"1Q23","HRI","Herc Holdings Inc","Industrials",-3.6,-12.4
"1Q23","RH","RH","Consumer Discretionary",-2.3,-10.5
"1Q23","DTOC","Digital Transformation Opportunities Corp","NULL",-0.5,-5
"1Q23","INGN","Inogen Inc","Health Care",-1,-4.3
"1Q23","TPB","Turning Point Brands Inc","Consumer Staples",-0.7,-3.9
"1Q23","AAP","Advance Auto Parts Inc","Consumer Discretionary",-2.3,-3.9
"1Q23","NSTG","NanoString Technologies Inc","Health Care",-1.8,-3.8
"1Q23","MITA","Coliseum Acquisition Corp","NULL",-0.7,-3.7
"1Q23","WYNN","Wynn Resorts Ltd","Consumer Discretionary",-4.2,-3.7
"1Q23","OSG","Overseas Shipholding Group Inc","Energy",-2.8,-3.5
"1Q23","INDI","indie Semiconductor Inc","Information Technology",-5.5,-3.4
"1Q23","CDNA","CareDx Inc","Health Care",-1.8,-3.3
"1Q23","NRG","NRG Energy Inc","Utilities",-7.4,-3.2
"1Q23","INCY","Incyte Corp","Health Care",-7.2,-3.2
"1Q23","BK","Bank of New York Mellon Corp","Financials",-25.3,-3.2
"1Q23","ARGO","Argo Group International Holdings Ltd","Financials",-1.1,-3.1
"1Q23","VRA","Vera Bradley Inc","Consumer Discretionary",-0.9,-2.9
"1Q23","IRWD","Ironwood Pharmaceuticals Inc","Health Care",-4.3,-2.8
"1Q23","BOWL","Bowlero Corp","Consumer Discretionary",-4.4,-2.7
"1Q23","TISI","Team Inc","Industrials",-0.1,-2.5
"1Q23","WFRD","Weatherford International PLC","Energy",-1.8,-2.5
"1Q23","VMEO","Vimeo Inc","Communication Services",-4,-2.4
"1Q23","OSW","Onespaworld Holdings Ltd","Consumer Discretionary",-2.2,-2.4
"1Q23","NRAC","Northern Revival Acquisition Corp","NULL",-0.2,-2.2
"1Q23","NUVB","Nuvation Bio Inc","Health Care",-4.9,-2.2
"1Q23","BV","Brightview Holdings Inc","Industrials",-2.1,-2.2
"1Q23","MQ","Marqeta Inc","Financials",-11.8,-2.2
"1Q23","SEAS","SeaWorld Entertainment Inc","Consumer Discretionary",-1.3,-2
"1Q23","ERYP","Erytech Pharma SA","Health Care",-0.6,-1.9
"1Q23","KBAL","Kimball International Inc","Industrials",-0.7,-1.9
"1Q23","COLB","Columbia Banking System Inc","Financials",-3.9,-1.9
"1Q23","MLR","Miller Industries Inc","Industrials",-0.2,-1.8
"1Q23","IBP","Installed Building Products Inc","Consumer Discretionary",-0.5,-1.8
"1Q23","OSCR","Oscar Health Inc","Financials",-3.7,-1.7
"1Q23","TBPH","Theravance Biopharma Inc","Health Care",-1,-1.6
"1Q23","WEST","Westrock Coffee Co","Consumer Staples",-1.2,-1.6
"1Q23","EPAC","Enerpac Tool Group Corp","Industrials",-0.9,-1.6
"1Q23","GFF","Griffon Corp","Industrials",-0.9,-1.6
"1Q23","TEX","Terex Corp","Industrials",-1.1,-1.6
"1Q23","CVX","Chevron Corp","Energy",-30.6,-1.6
"1Q23","COLB","Columbia Banking System Inc","Financials",-3.2,-1.5
"1Q23","FTI","TechnipFMC PLC","Energy",-6.6,-1.5
"1Q23","HPE","Hewlett Packard Enterprise Co","Information Technology",-19.6,-1.5
"1Q23","HURC","Hurco Companies Inc","Industrials",-0.1,-1.4
"1Q23","VTS","Vitesse Energy Inc","Energy",-0.4,-1.4
"1Q23","SRG","Seritage Growth Properties","Real Estate",-0.8,-1.4
"1Q23","CYH","Community Health Systems Inc","Health Care",-1.9,-1.4
"1Q23","OEC","Orion Engineered Carbons SA","Materials",-0.8,-1.4
"1Q23","MDRX","Veradigm Inc","Health Care",-1.5,-1.4
"1Q23","TMHC","Taylor Morrison Home Corp","Consumer Discretionary",-1.5,-1.4
"1Q23","KMX","Carmax Inc","Consumer Discretionary",-2.2,-1.4
"1Q23","GE","General Electric Co","Industrials",-15.2,-1.4
"1Q23","ACMR","ACM Research Inc","Information Technology",-0.8,-1.3
"1Q23","PGNY","Progyny Inc","Health Care",-1.2,-1.3
"1Q23","COLB","Columbia Banking System Inc","Financials",-2.7,-1.3
"1Q23","FBIO","Fortress Biotech Inc","Health Care",-1.4,-1.2
"1Q23","VLD","Velo3D Inc","Industrials",-2.3,-1.2
"1Q23","SMRT","SmartRent Inc","Information Technology",-2.3,-1.2
"1Q23","FMS","Fresenius Medical Care AG & Co KGaA","Health Care",-3.6,-1.2
"1Q23","RIVN","Rivian Automotive Inc","Consumer Discretionary",-11.5,-1.2
"1Q23","IFF","International Flavors & Fragrances Inc","Materials",-3,-1.2
"1Q23","CCRD","CoreCard Corp","Information Technology",-0.1,-1.1
"1Q23","ECVT","Ecovyst Inc","Materials",-1.3,-1.1
"1Q23","DBRG","DigitalBridge Group Inc","Real Estate",-1.8,-1.1
"1Q23","QRVO","Qorvo Inc","Information Technology",-1.1,-1.1
"1Q23","DNMR","Danimer Scientific Inc","Materials",-1,-1
"1Q23","INSW","International Seaways Inc","Energy",-0.5,-1
"1Q23","AZTA","Azenta Inc","Health Care",-0.7,-1
"1Q23","COLB","Columbia Banking System Inc","Financials",-2,-1
"1Q23","SIEN","Sientra Inc","Health Care",-0.1,-0.9
"1Q23","ISPO","Inspirato Inc","Consumer Discretionary",-1.1,-0.9
"1Q23","BVS","Bioventus Inc","Health Care",-0.7,-0.9
"1Q23","TCMD","Tactile Systems Technology Inc","Health Care",-0.2,-0.9
"1Q23","GLDD","Great Lakes Dredge & Dock Corp","Industrials",-0.6,-0.9
"1Q23","MANU","Manchester United PLC","Communication Services",-1.5,-0.9
"1Q23","CE","Celanese Corp","Materials",-1,-0.9
"1Q23","IPG","Interpublic Group of Companies Inc","Communication Services",-3.3,-0.9
"1Q23","ETSY","ETSY Inc","Consumer Discretionary",-1.1,-0.9
"1Q23","OB","Outbrain Inc","Communication Services",-0.4,-0.8
"1Q23","BHR","Braemar Hotels & Resorts Inc","Real Estate",-0.5,-0.8
"1Q23","ESPR","Esperion Therapeutics Inc","Health Care",-0.7,-0.8
"1Q23","PWP","Perella Weinberg Partners","Financials",-0.7,-0.8
"1Q23","JELD","JELD-WEN Holding Inc","Industrials",-0.7,-0.8
"1Q23","MSGS","Madison Square Garden Sports Corp","Communication Services",-0.2,-0.8
"1Q23","CMC","Commercial Metals Co","Materials",-0.9,-0.8
"1Q23","SKX","Skechers USA Inc","Consumer Discretionary",-1.3,-0.8
"1Q23","CHRW","CH Robinson Worldwide Inc","Industrials",-0.9,-0.8
"1Q23","WBD","Warner Bros Discovery Inc","Communication Services",-19.3,-0.8
"1Q23","AXP","American Express Co","Financials",-5.6,-0.8
"1Q23","IMUX","Immunic Inc","Health Care",-0.3,-0.7
"1Q23","MTRX","Matrix Service Co","Industrials",-0.2,-0.7
"1Q23","IAG","IAMGOLD Corp","Materials",-3.4,-0.7
"1Q23","GRBK","Green Brick Partners Inc","Consumer Discretionary",-0.3,-0.7
"1Q23","ZIM","ZIM Integrated Shipping Services Ltd","Industrials",-0.8,-0.7
"1Q23","OFC","Corporate Office Properties Trust","Real Estate",-0.8,-0.7
"1Q23","LAD","Lithia Motors Inc","Consumer Discretionary",-0.2,-0.7
"1Q23","TREX","Trex Company Inc","Industrials",-0.8,-0.7
"1Q23","EVR","Evercore Inc","Financials",-0.3,-0.7
"1Q23","DHI","DR Horton Inc","Consumer Discretionary",-2.3,-0.7
"1Q23","MCK","Mckesson Corp","Health Care",-0.9,-0.7
"1Q23","GM","General Motors Co","Consumer Discretionary",-9.8,-0.7
"1Q23","PYPL","PayPal Holdings Inc","Financials",-7.4,-0.7
"1Q23","GHL","Greenhill & Co Inc","Financials",-0.1,-0.6
"1Q23","MGTX","MeiraGTx Holdings PLC","Health Care",-0.3,-0.6
"1Q23","GLRE","Greenlight Capital Re Ltd","Financials",-0.2,-0.6
"1Q23","HOPE","Hope Bancorp Inc","Financials",-0.7,-0.6
"1Q23","ALKT","Alkami Technology Inc","Information Technology",-0.6,-0.6
"1Q23","EPC","Edgewell Personal Care Co","Consumer Staples",-0.3,-0.6
"1Q23","ALRM","Alarm.com Holdings Inc","Information Technology",-0.3,-0.6
"1Q23","BCO","Brinks Co","Industrials",-0.3,-0.6
"1Q23","LAZ","Lazard Ltd","Financials",-0.7,-0.6
"1Q23","LUMN","Lumen Technologies Inc","Communication Services",-6.3,-0.6
"1Q23","CIVI","Civitas Resources Inc","Energy",-0.5,-0.6
"1Q23","UGI","UGI Corp","Utilities",-1.3,-0.6
"1Q23","FCNCA","First Citizens BancShares Inc (Delaware)","Financials",-0.1,-0.6
"1Q23","WRB","W R Berkley Corp","Financials",-1.7,-0.6
"1Q23","WTW","Willis Towers Watson PLC","Financials",-0.6,-0.6
"1Q23","ALNY","Alnylam Pharmaceuticals Inc","Health Care",-0.7,-0.6
"1Q23","TRV","Travelers Companies Inc","Financials",-1.5,-0.6
"1Q23","NFLX","Netflix Inc","Communication Services",-2.7,-0.6
"1Q23","MPAA","Motorcar Parts of America Inc","Consumer Discretionary",-0.1,-0.5
"1Q23","BOOM","DMC Global Inc","Energy",-0.1,-0.5
"1Q23","HCNE","Jaws Hurricane Acquisition Corp","NULL",-0.2,-0.5
"1Q23","ASC","Ardmore Shipping Corp","Energy",-0.2,-0.5
"1Q23","HCSG","Healthcare Services Group Inc","Industrials",-0.4,-0.5
"1Q23","SHCO","Soho House & Co Inc","Consumer Discretionary",-1,-0.5
"1Q23","ODP","ODP Corp","Consumer Discretionary",-0.2,-0.5
"1Q23","VSCO","Victoria's Secret & Co","Consumer Discretionary",-0.4,-0.5
"1Q23","MRCY","Mercury Systems Inc","Industrials",-0.3,-0.5
"1Q23","FHB","First Hawaiian Inc","Financials",-0.6,-0.5
"1Q23","KOS","Kosmos Energy Ltd","Energy",-2.4,-0.5
"1Q23","BDC","Belden Inc","Information Technology",-0.2,-0.5
"1Q23","VNO","Vornado Realty Trust","Real Estate",-1,-0.5
"1Q23","AXS","AXIS Capital Holdings Ltd","Financials",-0.4,-0.5
"1Q23","NVEI","Nuvei Corp","Financials",-0.7,-0.5
"1Q23","BBWI","Bath & Body Works Inc","Consumer Discretionary",-1.1,-0.5
"1Q23","DKS","DICK'S Sporting Goods Inc","Consumer Discretionary",-0.4,-0.5
"1Q23","HOLX","Hologic Inc","Health Care",-1.2,-0.5
"1Q23","RPRX","Royalty Pharma PLC","Health Care",-3.1,-0.5
"1Q23","IT","Gartner Inc","Information Technology",-0.4,-0.5
"1Q23","HES","Hess Corp","Energy",-1.6,-0.5
"1Q23","META","Meta Platforms Inc","Communication Services",-12.3,-0.5
"1Q23","HYPR","Hyperfine Inc","Health Care",-0.3,-0.4
"1Q23","LYTS","LSI Industries Inc","Industrials",-0.1,-0.4
"1Q23","SUP","Superior Industries International Inc","Consumer Discretionary",-0.1,-0.4
"1Q23","SJT","San Juan Basin Royalty Trust","Energy",-0.2,-0.4
"1Q23","FNKO","Funko Inc","Consumer Discretionary",-0.2,-0.4
"1Q23","KAMN","Kaman Corp","Industrials",-0.1,-0.4
"1Q23","SCS","Steelcase Inc","Industrials",-0.4,-0.4
"1Q23","CLB","Core Laboratories NV","Energy",-0.2,-0.4
"1Q23","VSTO","Vista Outdoor Inc","Consumer Discretionary",-0.2,-0.4
"1Q23","RADI","Radius Global Infrastructure Inc","Communication Services",-0.4,-0.4
"1Q23","MOD","Modine Manufacturing Co","Consumer Discretionary",-0.2,-0.4
"1Q23","HLMN","Hillman Solutions Corp","Industrials",-0.7,-0.4
"1Q23","HAIN","Hain Celestial Group Inc","Consumer Staples",-0.4,-0.4
"1Q23","KN","Knowles Corp","Information Technology",-0.4,-0.4
"1Q23","CAKE","Cheesecake Factory Inc","Consumer Discretionary",-0.2,-0.4
"1Q23","KMT","Kennametal Inc","Industrials",-0.3,-0.4
"1Q23","PLXS","Plexus Corp","Information Technology",-0.1,-0.4
"1Q23","ENOV","Enovis Corp","Health Care",-0.2,-0.4
"1Q23","WOOF","Petco Health and Wellness Company Inc","Consumer Discretionary",-1.3,-0.4
"1Q23","ACT","Enact Holdings Inc","Financials",-0.7,-0.4
"1Q23","CNS","Cohen & Steers Inc","Financials",-0.2,-0.4
"1Q23","SMCI","Super Micro Computer Inc","Information Technology",-0.2,-0.4
"1Q23","DIOD","Diodes Inc","Information Technology",-0.2,-0.4
"1Q23","MLI","Mueller Industries Inc","Industrials",-0.2,-0.4
"1Q23","AJRD","Aerojet Rocketdyne Holdings Inc","Industrials",-0.3,-0.4
"1Q23","ADNT","Adient PLC","Consumer Discretionary",-0.4,-0.4
"1Q23","EEFT","Euronet Worldwide Inc","Financials",-0.2,-0.4
"1Q23","AXTA","Axalta Coating Systems Ltd","Materials",-0.9,-0.4
"1Q23","SITE","SiteOne Landscape Supply Inc","Industrials",-0.2,-0.4
"1Q23","MTZ","MasTec Inc","Industrials",-0.3,-0.4
"1Q23","CRL","Charles River Laboratories International Inc","Health Care",-0.2,-0.4
"1Q23","NI","NiSource Inc","Utilities",-1.6,-0.4
"1Q23","SRPT","Sarepta Therapeutics Inc","Health Care",-0.4,-0.4
"1Q23","ALGN","Align Technology Inc","Health Care",-0.3,-0.4
"1Q23","CMG","Chipotle Mexican Grill Inc","Consumer Discretionary",-0.1,-0.4
"1Q23","STT","State Street Corp","Financials",-1.5,-0.4
"1Q23","ATVI","Activision Blizzard Inc","Communication Services",-2.9,-0.4
"1Q23","USB","US Bancorp","Financials",-5.6,-0.4
"1Q23","HCA","HCA Healthcare Inc","Health Care",-1.1,-0.4
"1Q23","RLMD","Relmada Therapeutics Inc","Health Care",-0.1,-0.3
"1Q23","TOI","Oncology Institute Inc","Health Care",-0.2,-0.3
"1Q23","LTRPA","Liberty Tripadvisor Holdings Inc","Communication Services",-0.2,-0.3
"1Q23","EDAP","Edap Tms SA","Health Care",-0.1,-0.3
"1Q23","VMD","Viemed Healthcare Inc","Health Care",-0.1,-0.3
"1Q23","BIRD","Allbirds Inc","Consumer Discretionary",-0.5,-0.3
"1Q23","SIGA","SIGA Technologies Inc","Health Care",-0.2,-0.3
"1Q23","MVIS","MicroVision Inc","Information Technology",-0.6,-0.3
"1Q23","AVDL","Avadel Pharmaceuticals PLC","Health Care",-0.2,-0.3
"1Q23","UVE","Universal Insurance Holdings Inc","Financials",-0.1,-0.3
"1Q23","OFIX","Orthofix Medical Inc","Health Care",-0.1,-0.3
"1Q23","REVG","REV Group Inc","Industrials",-0.2,-0.3
"1Q23","SG","Sweetgreen Inc","Consumer Discretionary",-0.3,-0.3
"1Q23","BHVN","Biohaven Ltd","Health Care",-0.2,-0.3
"1Q23","WGO","Winnebago Industries Inc","Consumer Discretionary",-0.1,-0.3
"1Q23","IDCC","InterDigital Inc","Information Technology",-0.1,-0.3
"1Q23","FORG","ForgeRock Inc","Information Technology",-0.3,-0.3
"1Q23","OII","Oceaneering International Inc","Energy",-0.3,-0.3
"1Q23","CNMD","Conmed Corp","Health Care",-0.1,-0.3
"1Q23","SYNA","Synaptics Inc","Information Technology",-0.1,-0.3
"1Q23","BHF","Brighthouse Financial Inc","Financials",-0.2,-0.3
"1Q23","QLYS","Qualys Inc","Information Technology",-0.1,-0.3
"1Q23","FRSH","Freshworks Inc","Information Technology",-0.9,-0.3
"1Q23","DLO","Dlocal Ltd","Financials",-1,-0.3
"1Q23","PVH","PVH Corp","Consumer Discretionary",-0.2,-0.3
"1Q23","PENN","PENN Entertainment Inc","Consumer Discretionary",-0.5,-0.3
"1Q23","MKTX","Marketaxess Holdings Inc","Financials",-0.1,-0.3
"1Q23","TPX","Tempur Sealy International Inc","Consumer Discretionary",-0.5,-0.3
"1Q23","PNW","Pinnacle West Capital Corp","Utilities",-0.3,-0.3
"1Q23","RGA","Reinsurance Group of America Inc","Financials",-0.2,-0.3
"1Q23","IP","International Paper Co","Materials",-0.9,-0.3
"1Q23","FLEX","Flex Ltd","Information Technology",-1.5,-0.3
"1Q23","H","Hyatt Hotels Corp","Consumer Discretionary",-0.3,-0.3
"1Q23","DGX","Quest Diagnostics Inc","Health Care",-0.3,-0.3
"1Q23","FOX","Fox Corp","Communication Services",-1.8,-0.3
"1Q23","PODD","Insulet Corp","Health Care",-0.2,-0.3
"1Q23","TCOM","Trip.com Group Ltd","Consumer Discretionary",-1.8,-0.3
"1Q23","FWONK","Liberty Media Corp","Communication Services",-1.6,-0.3
"1Q23","PSX","Phillips 66","Energy",-1.4,-0.3
"1Q23","WDAY","Workday Inc","Information Technology",-0.8,-0.3
"1Q23","FDX","FedEx Corp","Industrials",-0.8,-0.3
"1Q23","MU","Micron Technology Inc","Information Technology",-2.9,-0.3
"1Q23","PRAX","Praxis Precision Medicines Inc","Health Care",-0.1,-0.2
"1Q23","YMAB","Y-mAbs Therapeutics Inc","Health Care",-0.1,-0.2
"1Q23","SCOR","Comscore Inc","Communication Services",-0.2,-0.2
"1Q23","TTSH","Tile Shop Holdings Inc","Consumer Discretionary",-0.1,-0.2
"1Q23","GOSS","Gossamer Bio Inc","Health Care",-0.2,-0.2
"1Q23","GTHX","G1 Therapeutics Inc","Health Care",-0.1,-0.2
"1Q23","UP","Wheels Up Experience Inc","Industrials",-0.5,-0.2
"1Q23","HCAT","Health Catalyst Inc","Health Care",-0.1,-0.2
"1Q23","MXCT","MaxCyte Inc","Health Care",-0.2,-0.2
"1Q23","SLAM","Slam Corp","NULL",-0.1,-0.2
"1Q23","OSTK","Overstock.com Inc","Consumer Discretionary",-0.1,-0.2
"1Q23","CENX","Century Aluminum Co","Materials",-0.2,-0.2
"1Q23","PTGX","Protagonist Therapeutics Inc","Health Care",-0.1,-0.2
"1Q23","CNK","Cinemark Holdings Inc","Communication Services",-0.2,-0.2
"1Q23","NTST","Netstreit Corp","Real Estate",-0.1,-0.2
"1Q23","WNC","Wabash National Corp","Industrials",-0.1,-0.2
"1Q23","DVAX","Dynavax Technologies Corp","Health Care",-0.2,-0.2
"1Q23","KRNT","Kornit Digital Ltd","Industrials",-0.1,-0.2
"1Q23","TWST","Twist Bioscience Corp","Health Care",-0.1,-0.2
"1Q23","GMS","GMS Inc","Industrials",-0.1,-0.2
"1Q23","TRTN","Triton International Ltd","Industrials",-0.1,-0.2
"1Q23","MWA","Mueller Water Products Inc","Industrials",-0.3,-0.2
"1Q23","IBTX","Independent Bank Group Inc","Financials",-0.1,-0.2
"1Q23","MIR","Mirion Technologies Inc","Information Technology",-0.5,-0.2
"1Q23","VRNS","Varonis Systems Inc","Information Technology",-0.2,-0.2
"1Q23","CLS","Celestica Inc","Information Technology",-0.3,-0.2
"1Q23","LIVN","LivaNova PLC","Health Care",-0.1,-0.2
"1Q23","RUSHA","Rush Enterprises Inc","Industrials",-0.1,-0.2
"1Q23","OGS","ONE Gas Inc","Utilities",-0.1,-0.2
"1Q23","HAE","Haemonetics Corp","Health Care",-0.1,-0.2
"1Q23","GH","Guardant Health Inc","Health Care",-0.2,-0.2
"1Q23","RVNC","Revance Therapeutics Inc","Health Care",-0.2,-0.2
"1Q23","ASB","Associated Banc-Corp","Financials",-0.3,-0.2
"1Q23","JOE","St Joe Co","Real Estate",-0.1,-0.2
"1Q23","KD","Kyndryl Holdings Inc","Information Technology",-0.5,-0.2
"1Q23","GPS","Gap Inc","Consumer Discretionary",-0.7,-0.2
"1Q23","SMAR","Smartsheet Inc","Information Technology",-0.2,-0.2
"1Q23","ITCI","Intra-Cellular Therapies Inc","Health Care",-0.2,-0.2
"1Q23","FLS","Flowserve Corp","Industrials",-0.3,-0.2
"1Q23","AGI","Alamos Gold Inc","Materials",-0.9,-0.2
"1Q23","IONS","Ionis Pharmaceuticals Inc","Health Care",-0.3,-0.2
"1Q23","ATI","ATI Inc","Materials",-0.3,-0.2
"1Q23","GIL","Gildan Activewear Inc","Consumer Discretionary",-0.4,-0.2
"1Q23","VRT","Vertiv Holdings Co","Industrials",-0.8,-0.2
"1Q23","AA","Alcoa Corp","Materials",-0.3,-0.2
"1Q23","ALGM","Allegro Microsystems Inc","Information Technology",-0.3,-0.2
"1Q23","COLD","Americold Realty Trust Inc","Real Estate",-0.5,-0.2
"1Q23","LEA","Lear Corp","Consumer Discretionary",-0.1,-0.2
"1Q23","VOYA","Voya Financial Inc","Financials",-0.2,-0.2
"1Q23","DOX","Amdocs Ltd","Information Technology",-0.2,-0.2
"1Q23","ARGX","argenx SE","Health Care",-0.1,-0.2
"1Q23","IRDM","Iridium Communications Inc","Communication Services",-0.3,-0.2
"1Q23","ELS","Equity LifeStyle Properties Inc","Real Estate",-0.3,-0.2
"1Q23","PARA","Paramount Global","Communication Services",-1.1,-0.2
"1Q23","GLPI","Gaming and Leisure Properties Inc","Real Estate",-0.5,-0.2
"1Q23","ACM","AECOM","Industrials",-0.3,-0.2
"1Q23","TXT","Textron Inc","Industrials",-0.4,-0.2
"1Q23","SNA","Snap-On Inc","Industrials",-0.1,-0.2
"1Q23","TFX","Teleflex Inc","Health Care",-0.1,-0.2
"1Q23","CAH","Cardinal Health Inc","Health Care",-0.5,-0.2
"1Q23","PINS","Pinterest Inc","Communication Services",-1.7,-0.2
"1Q23","SBAC","SBA Communications Corp","Real Estate",-0.2,-0.2
"1Q23","SGEN","Seagen Inc","Health Care",-0.4,-0.2
"1Q23","CTVA","Corteva Inc","Materials",-1.1,-0.2
"1Q23","BIIB","Biogen Inc","Health Care",-0.3,-0.2
"1Q23","TDG","TransDigm Group Inc","Industrials",-0.1,-0.2
"1Q23","HLT","Hilton Worldwide Holdings Inc","Consumer Discretionary",-0.6,-0.2
"1Q23","SNY","Sanofi SA","Health Care",-2,-0.2
"1Q23","REGN","Regeneron Pharmaceuticals Inc","Health Care",-0.2,-0.2
"1Q23","BSX","Boston Scientific Corp","Health Care",-3.3,-0.2
"1Q23","SLB","Schlumberger NV","Energy",-3.1,-0.2
"1Q23","SYK","Stryker Corp","Health Care",-0.7,-0.2
"1Q23","DE","Deere & Co","Industrials",-0.6,-0.2
"1Q23","GS","Goldman Sachs Group Inc","Financials",-0.8,-0.2
"1Q23","TMO","Thermo Fisher Scientific Inc","Health Care",-0.6,-0.2
"1Q23","MKFG","Markforged Holding Corp","Industrials",-0.1,-0.1
"1Q23","VXRT","Vaxart Inc","Health Care",-0.1,-0.1
"1Q23","ALPP","Alpine 4 Holdings Inc","Information Technology",-0.1,-0.1
"1Q23","CRNT","Ceragon Networks Ltd","Information Technology",-0.1,-0.1
"1Q23","RIGL","Rigel Pharmaceuticals Inc","Health Care",-0.2,-0.1
"1Q23","NR","Newpark Resources Inc","Energy",-0.1,-0.1
"1Q23","NVTS","Navitas Semiconductor Corp","Information Technology",-0.1,-0.1
"1Q23","PLYA","Playa Hotels & Resorts NV","Consumer Discretionary",-0.1,-0.1
"1Q23","BW","Babcock & Wilcox Enterprises Inc","Industrials",-0.1,-0.1
"1Q23","LPRO","Open Lending Corp","Financials",-0.1,-0.1
"1Q23","SMWB","Similarweb Ltd","Information Technology",-0.1,-0.1
"1Q23","GPRO","GoPro Inc","Consumer Discretionary",-0.1,-0.1
"1Q23","RIOT","Riot Platforms Inc","Information Technology",-0.1,-0.1
"1Q23","WTI","W&T Offshore Inc","Energy",-0.1,-0.1
"1Q23","HLX","Helix Energy Solutions Group Inc","Energy",-0.1,-0.1
"1Q23","LADR","Ladder Capital Corp","Financials",-0.1,-0.1
"1Q23","GNL","Global Net Lease Inc","Real Estate",-0.1,-0.1
"1Q23","UE","Urban Edge Properties","Real Estate",-0.1,-0.1
"1Q23","CSTM","Constellium SE","Materials",-0.1,-0.1
"1Q23","RWT","Redwood Trust Inc","Financials",-0.1,-0.1
"1Q23","EDIT","Editas Medicine Inc","Health Care",-0.1,-0.1
"1Q23","HLF","Herbalife Ltd","Consumer Staples",-0.1,-0.1
"1Q23","XHR","Xenia Hotels & Resorts Inc","Real Estate",-0.1,-0.1
"1Q23","WRBY","Warby Parker Inc","Consumer Discretionary",-0.1,-0.1
"1Q23","CADE","Cadence Bank","Financials",-0.1,-0.1
"1Q23","BGCP","BGC Partners Inc","Financials",-0.3,-0.1
"1Q23","DK","Delek US Holdings Inc","Energy",-0.1,-0.1
"1Q23","MGNI","Magnite Inc","Communication Services",-0.1,-0.1
"1Q23","TDOC","Teladoc Health Inc","Health Care",-0.1,-0.1
"1Q23","BCRX","BioCryst Pharmaceuticals Inc","Health Care",-0.2,-0.1
"1Q23","FA","First Advantage Corp","Industrials",-0.1,-0.1
"1Q23","SONO","Sonos Inc","Consumer Discretionary",-0.1,-0.1
"1Q23","HUN","Huntsman Corp","Materials",-0.1,-0.1
"1Q23","JHG","Janus Henderson Group PLC","Financials",-0.1,-0.1
"1Q23","SBH","Sally Beauty Holdings Inc","Consumer Discretionary",-0.1,-0.1
"1Q23","SKT","Tanger Factory Outlet Centers Inc","Real Estate",-0.1,-0.1
"1Q23","CNO","CNO Financial Group Inc","Financials",-0.1,-0.1
"1Q23","APAM","Artisan Partners Asset Management Inc","Financials",-0.1,-0.1
"1Q23","KBH","KB Home","Consumer Discretionary",-0.1,-0.1
"1Q23","OMI","Owens & Minor Inc","Health Care",-0.1,-0.1
"1Q23","TPH","Tri Pointe Homes Inc (Delaware)","Consumer Discretionary",-0.1,-0.1
"1Q23","AVNT","Avient Corp","Materials",-0.1,-0.1
"1Q23","FTAI","FTAI Aviation Ltd","Industrials",-0.1,-0.1
"1Q23","PACW","PacWest Bancorp","Financials",-0.1,-0.1
"1Q23","ACIW","ACI Worldwide Inc","Information Technology",-0.1,-0.1
"1Q23","BIPC","Brookfield Infrastructure Corp","Utilities",-0.1,-0.1
"1Q23","AZUL","Azul SA","Industrials",-0.4,-0.1
"1Q23","STR","Sitio Royalties Corp","Energy",-0.1,-0.1
"1Q23","SDGR","Schrodinger Inc","Health Care",-0.1,-0.1
"1Q23","OLN","Olin Corp","Materials",-0.1,-0.1
"1Q23","AFRM","Affirm Holdings Inc","Financials",-0.2,-0.1
"1Q23","VCYT","Veracyte Inc","Health Care",-0.1,-0.1
"1Q23","BRP","BRP Group Inc","Financials",-0.1,-0.1
"1Q23","GNW","Genworth Financial Inc","Financials",-0.6,-0.1
"1Q23","DBX","Dropbox Inc","Information Technology",-0.2,-0.1
"1Q23","RVLV","Revolve Group Inc","Consumer Discretionary",-0.1,-0.1
"1Q23","DAN","Dana Inc","Consumer Discretionary",-0.2,-0.1
"1Q23","STNE","StoneCo Ltd","Financials",-0.4,-0.1
"1Q23","ERF","Enerplus Corp","Energy",-0.3,-0.1
"1Q23","VSH","Vishay Intertechnology Inc","Information Technology",-0.2,-0.1
"1Q23","HP","Helmerich and Payne Inc","Energy",-0.1,-0.1
"1Q23","ONB","Old National Bancorp","Financials",-0.3,-0.1
"1Q23","ESNT","Essent Group Ltd","Financials",-0.1,-0.1
"1Q23","PEGA","Pegasystems Inc","Information Technology",-0.1,-0.1
"1Q23","MUR","Murphy Oil Corp","Energy",-0.1,-0.1
"1Q23","MAT","Mattel Inc","Consumer Discretionary",-0.3,-0.1
"1Q23","AVT","Avnet Inc","Information Technology",-0.1,-0.1
"1Q23","BAM","BROOKFIELD ASSET MANAGEMENT LTD","Financials",-0.2,-0.1
"1Q23","FLO","Flowers Foods Inc","Consumer Staples",-0.2,-0.1
"1Q23","SRCL","Stericycle Inc","Industrials",-0.1,-0.1
"1Q23","HST","Host Hotels & Resorts Inc","Real Estate",-0.4,-0.1
"1Q23","JNPR","Juniper Networks Inc","Information Technology",-0.2,-0.1
"1Q23","SPLK","Splunk Inc","Information Technology",-0.1,-0.1
"1Q23","PNM","PNM Resources Inc","Utilities",-0.1,-0.1
"1Q23","TPR","Tapestry Inc","Consumer Discretionary",-0.2,-0.1
"1Q23","GGB","Gerdau SA","Materials",-1.3,-0.1
