"quarter","Ticker","Name","Industry","buy/sell(mil shares)","percent"
"3Q21","BHE","Benchmark Electronics Inc","Information Technology",0,0
"3Q21","BKU","BankUnited Inc","Financials",0,0
"3Q21","BMO","Bank of Montreal","Financials",0,0
"3Q21","BNS","Bank of Nova Scotia","Financials",0,0
"3Q21","BZ","Kanzhun Ltd","Communication Services",0,0
"3Q21","CASY","Caseys General Stores Inc","Consumer Staples",0,0
"3Q21","CCNE","CNB Financial Corp","Financials",0,0
"3Q21","CDE","Coeur Mining Inc","Materials",0,0
"3Q21","CDLX","Cardlytics Inc","Communication Services",0,0
"3Q21","CHD","Church & Dwight Co Inc","Consumer Staples",0,0
"3Q21","CHRS","Coherus BioSciences Inc","Health Care",0,0
"3Q21","CIM","Chimera Investment Corp","Financials",0,0
"3Q21","CINF","Cincinnati Financial Corp","Financials",0,0
"3Q21","CKPT","Checkpoint Therapeutics Inc","Health Care",0,0
"3Q21","CLW","Clearwater Paper Corp","Materials",0,0
"3Q21","CNA","CNA Financial Corp","Financials",0,0
"3Q21","CNVS","Cineverse Corp","Communication Services",0,0
"3Q21","CNX","CNX Resources Corp","Energy",0,0
"3Q21","COHU","Cohu Inc","Information Technology",0,0
"3Q21","COOP","Mr Cooper Group Inc","Financials",0,0
"3Q21","CPG","Crescent Point Energy Corp","Energy",0,0
"3Q21","CPHC","Canterbury Park Holding Corp","Consumer Discretionary",0,0
"3Q21","CPIX","Cumberland Pharmaceuticals Inc","Health Care",0,0
"3Q21","CRK","Comstock Resources Inc","Energy",0,0
"3Q21","CTO","CTO Realty Growth Inc","Real Estate",0,0
"3Q21","CWST","Casella Waste Systems Inc","Industrials",0,0
"3Q21","DAL","Delta Air Lines Inc","Industrials",0,0
"3Q21","DALN","Dallasnews Corp","Communication Services",0,0
"3Q21","DLR","Digital Realty Trust Inc","Real Estate",0,0
"3Q21","DSGR","Distribution Solutions Group Inc","Industrials",0,0
"3Q21","DXYN","Dixie Group Inc","Consumer Discretionary",0,0
"3Q21","EA","Electronic Arts Inc","Communication Services",0,0
"3Q21","ED","Consolidated Edison Inc","Utilities",0,0
"3Q21","EGIO","Edgio Inc","Information Technology",0,0
"3Q21","EMN","Eastman Chemical Co","Materials",0,0
"3Q21","ENVA","Enova International Inc","Financials",0,0
"3Q21","ERF","Enerplus Corp","Energy",0,0
"3Q21","ES","Eversource Energy","Utilities",0,0
"3Q21","FBNC","First Bancorp (North Carolina)","Financials",0,0
"3Q21","FDP","Fresh Del Monte Produce Inc","Consumer Staples",0,0
"3Q21","FLWS","1-800-Flowers.Com Inc","Consumer Discretionary",0,0
"3Q21","FOCS","Focus Financial Partners Inc","Financials",0,0
"3Q21","FRG","Franchise Group Inc","Consumer Discretionary",0,0
"3Q21","FRO","Frontline Plc","Energy",0,0
"3Q21","FTAI","FTAI Aviation Ltd","Industrials",0,0
"3Q21","FWRD","Forward Air Corp","Industrials",0,0
"3Q21","G","Genpact Ltd","Industrials",0,0
"3Q21","GFI","Gold Fields Ltd","Materials",0,0
"3Q21","GL","Globe Life Inc","Financials",0,0
"3Q21","GRC","Gorman-Rupp Co","Industrials",0,0
"3Q21","HA","Hawaiian Holdings Inc","Industrials",0,0
"3Q21","HRL","Hormel Foods Corp","Consumer Staples",0,0
"3Q21","HRTX","Heron Therapeutics Inc","Health Care",0,0
"3Q21","IIPR","Innovative Industrial Properties Inc","Real Estate",0,0
"3Q21","IMGN","ImmunoGen Inc","Health Care",0,0
"3Q21","INVA","Innoviva Inc","Health Care",0,0
"3Q21","IQ","iQIYI Inc","Communication Services",0,0
"3Q21","IRWD","Ironwood Pharmaceuticals Inc","Health Care",0,0
"3Q21","KEP","Korea Electric Power Corp","Utilities",0,0
"3Q21","LCII","LCI Industries","Consumer Discretionary",0,0
"3Q21","LILA","Liberty Latin America Ltd","Communication Services",0,0
"3Q21","LILAK","Liberty Latin America Ltd","Communication Services",0,0
"3Q21","LMB","Limbach Holdings Inc","Industrials",0,0
"3Q21","LNSR","LENSAR Inc","Health Care",0,0
"3Q21","LNW","Light & Wonder Inc","Consumer Discretionary",0,0
"3Q21","LOMA","Loma Negra Compania Industrial Argentina SA","Materials",0,0
"3Q21","LW","Lamb Weston Holdings Inc","Consumer Staples",0,0
"3Q21","MBUU","Malibu Boats Inc","Consumer Discretionary",0,0
"3Q21","MOFG","Midwestone Financial Group Inc (IOWA)","Financials",0,0
"3Q21","MUSA","Murphy Usa Inc","Consumer Discretionary",0,0
"3Q21","MXL","Maxlinear Inc","Information Technology",0,0
"3Q21","NC","NACCO Industries Inc","Energy",0,0
"3Q21","NGG","National Grid PLC","Utilities",0,0
"3Q21","NGVC","Natural Grocers By Vitamin Cottage Inc","Consumer Staples",0,0
"3Q21","NNBR","NN Inc","Industrials",0,0
"3Q21","NVAX","Novavax Inc","Health Care",0,0
"3Q21","ODC","Oil-Dri Corporation of America","Consumer Staples",0,0
"3Q21","ORA","Ormat Technologies Inc","Utilities",0,0
"3Q21","PBF","PBF Energy Inc","Energy",0,0
"3Q21","PINC","Premier Inc","Health Care",0,0
"3Q21","PKG","Packaging Corp of America","Materials",0,0
"3Q21","PMCB","PharmaCyte Biotech Inc","Health Care",0,0
"3Q21","PRFT","Perficient Inc","Information Technology",0,0
"3Q21","PRGS","Progress Software Corp","Information Technology",0,0
"3Q21","QGEN","Qiagen NV","Health Care",0,0
"3Q21","RCKY","Rocky Brands Inc","Consumer Discretionary",0,0
"3Q21","REX","REX American Resources Corp","Energy",0,0
"3Q21","RPM","RPM International Inc","Materials",0,0
"3Q21","RUSHB","Rush Enterprises Inc","Industrials",0,0
"3Q21","SALM","Salem Media Group Inc","Communication Services",0,0
"3Q21","SCHL","Scholastic Corp","Communication Services",0,0
"3Q21","SCOR","Comscore Inc","Communication Services",0,0
"3Q21","SEAS","SeaWorld Entertainment Inc","Consumer Discretionary",0,0
"3Q21","SEER","Seer Inc","Health Care",0,0
"3Q21","SEIC","SEI Investments Co","Financials",0,0
"3Q21","SNN","Smith & Nephew PLC","Health Care",0,0
"3Q21","SPCE","Virgin Galactic Holdings Inc","Industrials",0,0
"3Q21","SPPI","Spectrum Pharmaceuticals Inc","Health Care",0,0
"3Q21","SRI","Stoneridge Inc","Consumer Discretionary",0,0
"3Q21","STCN","Steel Connect Inc","Industrials",0,0
"3Q21","STM","STMicroelectronics NV","Information Technology",0,0
"3Q21","STRL","Sterling Infrastructure Inc","Industrials",0,0
"3Q21","TBNK","Territorial Bancorp Inc","Financials",0,0
"3Q21","TCBK","Trico Bancshares","Financials",0,0
"3Q21","TGS","Transportadora de Gas del Sur SA","Energy",0,0
"3Q21","TKR","Timken Co","Industrials",0,0
"3Q21","TMST","TimkenSteel Corp","Materials",0,0
"3Q21","TPX","Tempur Sealy International Inc","Consumer Discretionary",0,0
"3Q21","TR","Tootsie Roll Industries Inc","Consumer Staples",0,0
"3Q21","TRC","Tejon Ranch Co","Real Estate",0,0
"3Q21","TRU","TransUnion","Industrials",0,0
"3Q21","UMH","UMH Properties Inc","Real Estate",0,0
"3Q21","UTI","Universal Technical Institute Inc","Consumer Discretionary",0,0
"3Q21","UTMD","Utah Medical Products Inc","Health Care",0,0
"3Q21","VET","Vermilion Energy Inc","Energy",0,0
"3Q21","WLDN","Willdan Group Inc","Industrials",0,0
"3Q21","YETI","Yeti Holdings Inc","Consumer Discretionary",0,0
"3Q21","YPF","YPF SA","Energy",0,0
"3Q21","AAIC","Arlington Asset Investment Corp","Financials",0,0
"3Q21","ACB","Aurora Cannabis Inc","Health Care",0,0
"3Q21","ACCO","ACCO Brands Corp","Industrials",0,0
"3Q21","AIV","Apartment Investment and Management Co","Real Estate",0,0
"3Q21","AKBA","Akebia Therapeutics Inc","Health Care",0,0
"3Q21","ALLE","Allegion PLC","Industrials",0,0
"3Q21","AMRX","Amneal Pharmaceuticals Inc","Health Care",0,0
"3Q21","AROC","Archrock Inc","Energy",0,0
"3Q21","ATOS","Atossa Therapeutics Inc","Health Care",0,0
"3Q21","BALL","Ball Corp","Materials",0,0
"3Q21","BBY","Best Buy Co Inc","Consumer Discretionary",0,0
"3Q21","BGSF","BGSF Inc","Industrials",0,0
"3Q21","BJ","BJ's Wholesale Club Holdings Inc","Consumer Staples",0,0
"3Q21","BNGO","Bionano Genomics Inc","Health Care",0,0
"3Q21","BSRR","Sierra Bancorp","Financials",0,0
"3Q21","BWB","Bridgewater Bancshares Inc","Financials",0,0
"3Q21","CAC","Camden National Corp","Financials",0,0
"3Q21","CASS","Cass Information Systems Inc","Financials",0,0
"3Q21","CATO","Cato Corp","Consumer Discretionary",0,0
"3Q21","CHWY","Chewy Inc","Consumer Discretionary",0,0
"3Q21","CIVB","Civista Bancshares Inc","Financials",0,0
"3Q21","CNK","Cinemark Holdings Inc","Communication Services",0,0
"3Q21","COLL","Collegium Pharmaceutical Inc","Health Care",0,0
"3Q21","CSTE","Caesarstone Ltd","Industrials",0,0
"3Q21","CVLT","Commvault Systems Inc","Information Technology",0,0
"3Q21","DHIL","Diamond Hill Investment Group Inc","Financials",0,0
"3Q21","DOOO","BRP Inc","Consumer Discretionary",0,0
"3Q21","DSEY","Diversey Holdings Ltd","Materials",0,0
"3Q21","DSGX","Descartes Systems Group Inc","Information Technology",0,0
"3Q21","EBIX","Ebix Inc","Information Technology",0,0
"3Q21","ELF","elf Beauty Inc","Consumer Staples",0,0
"3Q21","FARO","FARO Technologies Inc","Information Technology",0,0
"3Q21","FAST","Fastenal Co","Industrials",0,0
"3Q21","FCN","FTI Consulting Inc","Industrials",0,0
"3Q21","FIBK","First Interstate BancSystem Inc","Financials",0,0
"3Q21","FLIC","First of Long Island Corp","Financials",0,0
"3Q21","FLL","Full House Resorts Inc","Consumer Discretionary",0,0
"3Q21","FSBW","FS Bancorp Inc","Financials",0,0
"3Q21","FSM","Fortuna Silver Mines Inc","Materials",0,0
"3Q21","FTNT","Fortinet Inc","Information Technology",0,0
"3Q21","GMAB","Genmab A/S","Health Care",0,0
"3Q21","GSIT","GSI Technology Inc","Information Technology",0,0
"3Q21","GSM","Ferroglobe PLC","Materials",0,0
"3Q21","HBNC","Horizon Bancorp Inc","Financials",0,0
"3Q21","HEES","H&E Equipment Services Inc","Industrials",0,0
"3Q21","HMN","Horace Mann Educators Corp","Financials",0,0
"3Q21","HNI","HNI Corp","Industrials",0,0
"3Q21","JBT","John Bean Technologies Corp","Industrials",0,0
"3Q21","KWR","Quaker Chemical Corp","Materials",0,0
"3Q21","LGIH","LGI Homes Inc","Consumer Discretionary",0,0
"3Q21","LSCC","Lattice Semiconductor Corp","Information Technology",0,0
"3Q21","MBWM","Mercantile Bank Corp","Financials",0,0
"3Q21","MLR","Miller Industries Inc","Industrials",0,0
"3Q21","MPX","Marine Products Corp","Consumer Discretionary",0,0
"3Q21","MTRN","Materion Corp","Materials",0,0
"3Q21","NDAQ","Nasdaq Inc","Financials",0,0
"3Q21","NIO","NIO Inc","Consumer Discretionary",0,0
"3Q21","NRIM","Northrim BanCorp Inc","Financials",0,0
"3Q21","NSIT","Insight Enterprises Inc","Information Technology",0,0
"3Q21","OCFC","OceanFirst Financial Corp","Financials",0,0
"3Q21","ORRF","Orrstown Financial Services Inc","Financials",0,0
"3Q21","PRAA","PRA Group Inc","Financials",0,0
"3Q21","PRDO","Perdoceo Education Corp","Consumer Discretionary",0,0
"3Q21","PRMW","Primo Water Corp","Consumer Staples",0,0
"3Q21","PRU","Prudential Financial Inc","Financials",0,0
"3Q21","RDY","Dr Reddy's Laboratories Ltd","Health Care",0,0
"3Q21","RES","RPC Inc","Energy",0,0
"3Q21","RLAY","Relay Therapeutics Inc","Health Care",0,0
"3Q21","ROCK","Gibraltar Industries Inc","Industrials",0,0
"3Q21","RUSHA","Rush Enterprises Inc","Industrials",0,0
"3Q21","SANM","Sanmina Corp","Information Technology",0,0
"3Q21","SFIX","Stitch Fix Inc","Consumer Discretionary",0,0
"3Q21","SFNC","Simmons First National Corp","Financials",0,0
"3Q21","SHG","Shinhan Financial Group Co Ltd","Financials",0,0
"3Q21","SJM","J M Smucker Co","Consumer Staples",0,0
"3Q21","STNG","Scorpio Tankers Inc","Energy",0,0
"3Q21","THTX","Theratechnologies Inc","Health Care",0,0
"3Q21","TTMI","TTM Technologies Inc","Information Technology",0,0
"3Q21","TWNK","Hostess Brands Inc","Consumer Staples",0,0
"3Q21","TYL","Tyler Technologies Inc","Information Technology",0,0
"3Q21","UFCS","United Fire Group Inc","Financials",0,0
"3Q21","VLY","Valley National Bancorp","Financials",0,0
"3Q21","VNDA","Vanda Pharmaceuticals Inc","Health Care",0,0
"3Q21","VSTM","Verastem Inc","Health Care",0,0
"3Q21","VVV","Valvoline Inc","Consumer Discretionary",0,0
"3Q21","WCC","Wesco International Inc","Industrials",0,0
"3Q21","WING","Wingstop Inc","Consumer Discretionary",0,0
"3Q21","XM","Qualtrics International Inc","Information Technology",0,0
"3Q21","AGM","Federal Agricultural Mortgage Corp","Financials",0,0
"3Q21","AIN","Albany International Corp","Industrials",0,0
"3Q21","AMBC","Ambac Financial Group Inc","Financials",0,0
"3Q21","AVAV","AeroVironment Inc","Industrials",0,0
"3Q21","BAH","Booz Allen Hamilton Holding Corp","Industrials",0,0
"3Q21","BAND","Bandwidth Inc","Communication Services",0,0
"3Q21","BMI","Badger Meter Inc","Information Technology",0,0
"3Q21","CLX","Clorox Co","Consumer Staples",0,0
"3Q21","CNXN","PC Connection Inc","Information Technology",0,0
"3Q21","COHR","Coherent Corp","Information Technology",0,0
"3Q21","COO","Cooper Companies Inc","Health Care",0,0
"3Q21","EHC","Encompass Health Corp","Health Care",0,0
"3Q21","FBIZ","First Business Financial Services Inc","Financials",0,0
"3Q21","FISI","Financial Institutions Inc","Financials",0,0
"3Q21","FRST","Primis Financial Corp","Financials",0,0
"3Q21","GSBC","Great Southern Bancorp Inc","Financials",0,0
"3Q21","HBI","HanesBrands Inc","Consumer Discretionary",0,0
"3Q21","HSBC","HSBC Holdings PLC","Financials",0,0
"3Q21","HTBI","HomeTrust Bancshares Inc","Financials",0,0
"3Q21","IMXI","International Money Express Inc","Financials",0,0
"3Q21","IOSP","Innospec Inc","Materials",0,0
"3Q21","KDP","Keurig Dr Pepper Inc","Consumer Staples",0,0
"3Q21","KIM","Kimco Realty Corp","Real Estate",0,0
"3Q21","LBC","Luther Burbank Corp","Financials",0,0
"3Q21","LEG","Leggett & Platt Inc","Consumer Discretionary",0,0
"3Q21","LKQ","LKQ Corp","Consumer Discretionary",0,0
"3Q21","LPLA","LPL Financial Holdings Inc","Financials",0,0
"3Q21","MFC","Manulife Financial Corp","Financials",0,0
"3Q21","MSI","Motorola Solutions Inc","Information Technology",0,0
"3Q21","NFBK","Northfield Bancorp Inc","Financials",0,0
"3Q21","NLS","Nautilus Inc","Consumer Discretionary",0,0
"3Q21","OMI","Owens & Minor Inc","Health Care",0,0
"3Q21","OPCH","Option Care Health Inc","Health Care",0,0
"3Q21","OPY","Oppenheimer Holdings Inc","Financials",0,0
"3Q21","PLPC","Preformed Line Products Co","Industrials",0,0
"3Q21","PSTG","Pure Storage Inc","Information Technology",0,0
"3Q21","PTEN","Patterson-UTI Energy Inc","Energy",0,0
"3Q21","PTGX","Protagonist Therapeutics Inc","Health Care",0,0
"3Q21","RGEN","Repligen Corp","Health Care",0,0
"3Q21","RHI","Robert Half International Inc","Industrials",0,0
"3Q21","SCVL","Shoe Carnival Inc","Consumer Discretionary",0,0
"3Q21","SCX","L S Starrett Co","Industrials",0,0
"3Q21","SHEN","Shenandoah Telecommunications Co","Communication Services",0,0
"3Q21","SIX","Six Flags Entertainment Corp","Consumer Discretionary",0,0
"3Q21","SKYW","SkyWest Inc","Industrials",0,0
"3Q21","SNDR","Schneider National Inc","Industrials",0,0
"3Q21","STLA","Stellantis NV","Consumer Discretionary",0,0
"3Q21","STLD","Steel Dynamics Inc","Materials",0,0
"3Q21","TDS","Telephone and Data Systems Inc","Communication Services",0,0
"3Q21","TRTX","TPG RE Finance Trust Inc","Financials",0,0
"3Q21","UI","Ubiquiti Inc","Information Technology",0,0
"3Q21","UVSP","Univest Financial Corp","Financials",0,0
"3Q21","VECO","Veeco Instruments Inc","Information Technology",0,0
"3Q21","VFC","VF Corp","Consumer Discretionary",0,0
"3Q21","WAFD","Washington Federal Inc","Financials",0,0
"3Q21","WT","Wisdomtree Inc","Financials",0,0
"3Q21","ZUMZ","Zumiez Inc","Consumer Discretionary",0,0
"3Q21","ABR","Arbor Realty Trust Inc","Financials",0,0
"3Q21","AMC","AMC Entertainment Holdings Inc","Communication Services",0,0
"3Q21","ANGO","AngioDynamics Inc","Health Care",0,0
"3Q21","ARE","Alexandria Real Estate Equities Inc","Real Estate",0,0
"3Q21","ASAI","Sendas Distribuidora SA","Consumer Staples",0,0
"3Q21","ASTE","Astec Industries Inc","Industrials",0,0
"3Q21","ATEN","A10 Networks Inc","Information Technology",0,0
"3Q21","AXL","American Axle & Manufacturing Holdings Inc","Consumer Discretionary",0,0
"3Q21","BCPC","Balchem Corp","Materials",0,0
"3Q21","BKH","Black Hills Corp","Utilities",0,0
"3Q21","CHGG","Chegg Inc","Consumer Discretionary",0,0
"3Q21","CLNE","Clean Energy Fuels Corp","Energy",0,0
"3Q21","CMCO","Columbus McKinnon Corp","Industrials",0,0
"3Q21","CTS","CTS Corp","Information Technology",0,0
"3Q21","CVI","CVR Energy Inc","Energy",0,0
"3Q21","DNOW","NOW Inc","Industrials",0,0
"3Q21","ENS","EnerSys","Industrials",0,0
"3Q21","ENTA","Enanta Pharmaceuticals Inc","Health Care",0,0
"3Q21","EVRI","Everi Holdings Inc","Consumer Discretionary",0,0
"3Q21","GIB","CGI Inc","Information Technology",0,0
"3Q21","GOGO","Gogo Inc","Communication Services",0,0
"3Q21","GPMT","Granite Point Mortgage Trust Inc","Financials",0,0
"3Q21","GRPN","Groupon Inc","Consumer Discretionary",0,0
"3Q21","HE","Hawaiian Electric Industries Inc","Utilities",0,0
"3Q21","HGV","Hilton Grand Vacations Inc","Consumer Discretionary",0,0
"3Q21","IART","Integra Lifesciences Holdings Corp","Health Care",0,0
"3Q21","ICFI","ICF International Inc","Industrials",0,0
"3Q21","INFN","Infinera Corp","Information Technology",0,0
"3Q21","IPAR","Inter Parfums Inc","Consumer Staples",0,0
"3Q21","JJSF","J & J Snack Foods Corp","Consumer Staples",0,0
"3Q21","KE","Kimball Electronics Inc","Information Technology",0,0
"3Q21","LE","Lands End Inc","Consumer Discretionary",0,0
"3Q21","MGY","Magnolia Oil & Gas Corp","Energy",0,0
"3Q21","NJR","New Jersey Resources Corp","Utilities",0,0
"3Q21","OGS","ONE Gas Inc","Utilities",0,0
"3Q21","PLUS","ePlus inc","Information Technology",0,0
"3Q21","PR","Permian Resources Corp","Energy",0,0
"3Q21","RIG","Transocean Ltd","Energy",-0.1,0
"3Q21","SHOO","Steven Madden Ltd","Consumer Discretionary",0,0
"3Q21","SMBC","Southern Missouri Bancorp Inc","Financials",0,0
"3Q21","SON","Sonoco Products Co","Materials",0,0
"3Q21","SQSP","Squarespace Inc","Information Technology",0,0
"3Q21","THRM","Gentherm Inc","Consumer Discretionary",0,0
"3Q21","TLYS","Tillys Inc","Consumer Discretionary",0,0
"3Q21","TNDM","Tandem Diabetes Care Inc","Health Care",0,0
"3Q21","TRNO","Terreno Realty Corp","Real Estate",0,0
"3Q21","TWOU","2U Inc","Consumer Discretionary",0,0
"3Q21","ULH","Universal Logistics Holdings Inc","Industrials",0,0
"3Q21","UPBD","Upbound Group Inc","Consumer Discretionary",0,0
"3Q21","VPG","Vishay Precision Group Inc","Information Technology",0,0
"3Q21","VRSN","Verisign Inc","Information Technology",0,0
"3Q21","VSTO","Vista Outdoor Inc","Consumer Discretionary",0,0
"3Q21","ZUO","Zuora Inc","Information Technology",0,0
"3Q21","ARWR","Arrowhead Pharmaceuticals Inc","Health Care",0,0
"3Q21","BKE","Buckle Inc","Consumer Discretionary",0,0
"3Q21","BLD","TopBuild Corp","Consumer Discretionary",0,0
"3Q21","BX","Blackstone Inc","Financials",0,0
"3Q21","CRSP","CRISPR Therapeutics AG","Health Care",0,0
"3Q21","CW","Curtiss-Wright Corp","Industrials",0,0
"3Q21","DCI","Donaldson Company Inc","Industrials",0,0
"3Q21","DECK","Deckers Outdoor Corp","Consumer Discretionary",0,0
"3Q21","DKS","DICK'S Sporting Goods Inc","Consumer Discretionary",0,0
"3Q21","DOOR","Masonite International Corp","Industrials",0,0
"3Q21","EVH","Evolent Health Inc","Health Care",0,0
"3Q21","FELE","Franklin Electric Co Inc","Industrials",0,0
"3Q21","GTN","Gray Television Inc","Communication Services",0,0
"3Q21","HCSG","Healthcare Services Group Inc","Industrials",0,0
"3Q21","HSII","Heidrick & Struggles International Inc","Industrials",0,0
"3Q21","JBL","Jabil Inc","Information Technology",0,0
"3Q21","KEX","Kirby Corp","Industrials",0,0
"3Q21","LAZR","Luminar Technologies Inc","Consumer Discretionary",0,0
"3Q21","MAS","Masco Corp","Industrials",0,0
"3Q21","MODV","ModivCare Inc","Health Care",0,0
"3Q21","MSBI","Midland States Bancorp Inc","Financials",0,0
"3Q21","MYE","Myers Industries Inc","Materials",0,0
"3Q21","NOK","Nokia Oyj","Information Technology",-0.1,0
"3Q21","ORAN","Orange SA","Communication Services",0,0
"3Q21","OSIS","OSI Systems Inc","Information Technology",0,0
"3Q21","PAG","Penske Automotive Group Inc","Consumer Discretionary",0,0
"3Q21","RBLX","Roblox Corp","Communication Services",0,0
"3Q21","RITM","Rithm Capital Corp","Financials",0,0
"3Q21","RMR","RMR Group Inc","Real Estate",0,0
"3Q21","SSP","E W Scripps Co","Communication Services",0,0
"3Q21","SSTK","Shutterstock Inc","Communication Services",0,0
"3Q21","SYNH","Syneos Health Inc","Health Care",0,0
"3Q21","TECH","Bio-Techne Corp","Health Care",0,0
"3Q21","TTGT","TechTarget Inc","Communication Services",0,0
"3Q21","UCTT","Ultra Clean Holdings Inc","Information Technology",0,0
"3Q21","VNT","Vontier Corp","Information Technology",0,0
"3Q21","VSH","Vishay Intertechnology Inc","Information Technology",0,0
"3Q21","ZD","Ziff Davis Inc","Communication Services",0,0
"3Q21","AIT","Applied Industrial Technologies Inc","Industrials",0,0
"3Q21","BEAM","Beam Therapeutics Inc","Health Care",0,0
"3Q21","CNMD","Conmed Corp","Health Care",0,0
"3Q21","CNOB","ConnectOne Bancorp Inc","Financials",0,0
"3Q21","DY","Dycom Industries Inc","Industrials",0,0
"3Q21","EPAC","Enerpac Tool Group Corp","Industrials",0,0
"3Q21","EVBG","Everbridge Inc","Information Technology",0,0
"3Q21","FBIN","Fortune Brands Innovations Inc","Industrials",0,0
"3Q21","FCFS","Firstcash Holdings Inc","Financials",0,0
"3Q21","GVA","Granite Construction Inc","Industrials",0,0
"3Q21","GXO","GXO Logistics Inc","Industrials",0,0
"3Q21","INDB","Independent Bank Corp (Massachusetts)","Financials",0,0
"3Q21","INGR","Ingredion Inc","Consumer Staples",0,0
"3Q21","KNX","Knight-Swift Transportation Holdings Inc","Industrials",0,0
"3Q21","LYV","Live Nation Entertainment Inc","Communication Services",0,0
"3Q21","MD","Pediatrix Medical Group Inc","Health Care",0,0
"3Q21","MUFG","Mitsubishi UFJ Financial Group Inc","Financials",-0.1,0
"3Q21","NFG","National Fuel Gas Co","Utilities",0,0
"3Q21","NMRK","Newmark Group Inc","Real Estate",0,0
"3Q21","OI","O-I Glass Inc","Materials",0,0
"3Q21","OSTK","Overstock.com Inc","Consumer Discretionary",0,0
"3Q21","PFG","Principal Financial Group Inc","Financials",0,0
"3Q21","PLXS","Plexus Corp","Information Technology",0,0
"3Q21","PTON","Peloton Interactive Inc","Consumer Discretionary",0,0
"3Q21","RCI","Rogers Communications Inc","Communication Services",0,0
"3Q21","RGLD","Royal Gold Inc","Materials",0,0
"3Q21","RLJ","RLJ Lodging Trust","Real Estate",0,0
"3Q21","SPSC","SPS Commerce Inc","Information Technology",0,0
"3Q21","TSCO","Tractor Supply Co","Consumer Discretionary",0,0
"3Q21","TXG","10X Genomics Inc","Health Care",0,0
"3Q21","VICR","Vicor Corp","Industrials",0,0
"3Q21","WWD","Woodward Inc","Industrials",0,0
"3Q21","APH","Amphenol Corp","Information Technology",0,0
"3Q21","BCE","BCE Inc","Communication Services",0,0
"3Q21","BRKR","Bruker Corp","Health Care",0,0
"3Q21","CENX","Century Aluminum Co","Materials",0,0
"3Q21","CMS","CMS Energy Corp","Utilities",0,0
"3Q21","CSGS","CSG Systems International Inc","Industrials",0,0
"3Q21","DENN","Denny's Corp","Consumer Discretionary",0,0
"3Q21","EME","EMCOR Group Inc","Industrials",0,0
"3Q21","ENSG","Ensign Group Inc","Health Care",0,0
"3Q21","FANG","Diamondback Energy Inc","Energy",0,0
"3Q21","FHI","Federated Hermes Inc","Financials",0,0
"3Q21","FTV","Fortive Corp","Industrials",0,0
"3Q21","GAN","Gan Ltd","Consumer Discretionary",0,0
"3Q21","GCO","Genesco Inc","Consumer Discretionary",0,0
"3Q21","GEF","Greif Inc","Materials",0,0
"3Q21","HAFC","Hanmi Financial Corp","Financials",0,0
"3Q21","HSC","Harsco Corp","Industrials",0,0
"3Q21","HSY","Hershey Co","Consumer Staples",0,0
"3Q21","IRBT","iRobot Corp","Consumer Discretionary",0,0
"3Q21","LNT","Alliant Energy Corp","Utilities",0,0
"3Q21","LOPE","Grand Canyon Education Inc","Consumer Discretionary",0,0
"3Q21","LPSN","LivePerson Inc","Information Technology",0,0
"3Q21","MAN","ManpowerGroup Inc","Industrials",0,0
"3Q21","MAR","Marriott International Inc","Consumer Discretionary",0,0
"3Q21","PBH","Prestige Consumer Healthcare Inc","Health Care",0,0
"3Q21","STX","Seagate Technology Holdings PLC","Information Technology",0,0
"3Q21","TSE","Trinseo PLC","Materials",0,0
"3Q21","UFPI","Ufp Industries Inc","Industrials",0,0
"3Q21","USFD","US Foods Holding Corp","Consumer Staples",0,0
"3Q21","USM","United States Cellular Corp","Communication Services",0,0
"3Q21","WHG","Westwood Holdings Group Inc","Financials",0,0
"3Q21","WSC","Willscot Mobile Mini Holdings Corp","Industrials",0,0
"3Q21","CGNT","Cognyte Software Ltd","Information Technology",0,0
"3Q21","CMTL","Comtech Telecommunications Corp","Information Technology",0,0
"3Q21","CPA","Copa Holdings SA","Industrials",0,0
"3Q21","E","Eni SpA","Energy",0,0
"3Q21","ESI","Element Solutions Inc","Materials",0,0
"3Q21","FVRR","Fiverr International Ltd","Industrials",0,0
"3Q21","GLDD","Great Lakes Dredge & Dock Corp","Industrials",0,0
"3Q21","MLM","Martin Marietta Materials Inc","Materials",0,0
"3Q21","MOV","Movado Group Inc","Consumer Discretionary",0,0
"3Q21","NOAH","Noah Holdings Ltd","Financials",0,0
"3Q21","NUVA","NuVasive Inc","Health Care",0,0
"3Q21","NWS","News Corp","Communication Services",0,0
"3Q21","PB","Prosperity Bancshares Inc","Financials",0,0
"3Q21","ROP","Roper Technologies Inc","Information Technology",0,0
"3Q21","SXT","Sensient Technologies Corp","Materials",0,0
"3Q21","TNET","TriNet Group Inc","Industrials",0,0
"3Q21","WPM","Wheaton Precious Metals Corp","Materials",0,0
"3Q21","X","United States Steel Corp","Materials",0,0
"3Q21","ABC","Amerisourcebergen Corp","Health Care",0,0
"3Q21","ABM","ABM Industries Inc","Industrials",0,0
"3Q21","AGCO","AGCO Corp","Industrials",0,0
"3Q21","AMP","Ameriprise Financial Inc","Financials",0,0
"3Q21","ATKR","Atkore Inc","Industrials",0,0
"3Q21","ATSG","Air Transport Services Group Inc","Industrials",0,0
"3Q21","AZEK","Azek Company Inc","Industrials",0,0
"3Q21","BLMN","Bloomin' Brands Inc","Consumer Discretionary",0,0
